collect_time,Emergencyunlockingstatus,opendoor,openclosed,dooraction,lockswitchstate,closewtichstate,Voltage,current,Antipinchforce,speed,corner,prepra1,doorcount,opening,closing,opening_command,closing_command,label
27/10/2022 13:25:06.385,0,0,1,1,0,0,12,1470,43,0,2,1,10384,1,0,1,0,15
27/10/2022 13:25:06.395,0,0,1,1,0,0,19,395,11,109,5,1,10384,1,0,1,0,15
27/10/2022 13:25:06.406,0,0,1,1,0,0,16,574,16,145,9,1,10384,1,0,1,0,15
27/10/2022 13:25:06.416,0,0,1,1,0,0,18,771,22,123,12,1,10384,1,0,1,0,15
27/10/2022 13:25:06.426,0,0,1,1,0,0,20,592,17,137,16,1,10384,1,0,1,0,15
27/10/2022 13:25:06.436,0,0,1,1,0,0,21,703,20,150,20,1,10384,1,0,1,0,15
27/10/2022 13:25:06.447,0,0,1,1,0,0,23,693,20,145,24,1,10384,1,0,1,0,15
27/10/2022 13:25:06.457,0,0,1,1,0,0,22,604,17,166,29,1,10384,1,0,1,0,15
27/10/2022 13:25:06.467,0,0,1,1,0,0,24,664,19,167,33,1,10384,1,0,1,0,15
27/10/2022 13:25:06.478,0,0,1,1,0,0,26,766,22,166,37,1,10384,1,0,1,0,15
27/10/2022 13:25:06.488,0,0,1,1,0,0,26,797,23,174,42,1,10384,1,0,1,0,15
27/10/2022 13:25:06.499,0,0,1,1,0,0,28,741,21,182,48,1,10384,1,0,1,0,15
27/10/2022 13:25:06.509,0,0,1,1,0,0,26,886,25,215,53,1,10384,1,0,1,0,15
27/10/2022 13:25:06.52,0,0,1,1,0,0,28,706,20,205,59,1,10384,1,0,1,0,15
27/10/2022 13:25:06.53,0,0,1,1,0,0,31,703,20,191,64,1,10384,1,0,1,0,15
27/10/2022 13:25:06.54,0,0,1,1,0,0,29,2020,59,125,67,1,10384,1,0,1,0,15
27/10/2022 13:25:06.55,0,0,1,1,0,0,29,2470,72,117,70,1,10384,1,0,1,0,15
27/10/2022 13:25:06.56,0,0,1,1,0,0,27,3127,91,128,74,1,10384,1,0,1,0,15
27/10/2022 13:25:06.572,0,0,1,1,0,1,28,2895,84,124,76,1,10384,1,0,1,0,15
27/10/2022 13:25:06.581,0,0,1,1,0,1,26,3485,102,140,81,1,10384,1,0,1,0,15
27/10/2022 13:25:06.592,0,0,1,1,1,1,38,1549,45,136,85,1,10384,1,0,1,0,15
27/10/2022 13:25:06.602,0,0,1,1,1,1,26,3369,98,140,89,1,10384,1,0,1,0,15
27/10/2022 13:25:06.613,0,0,1,1,1,1,31,3090,90,137,92,1,10384,1,0,1,0,15
27/10/2022 13:25:06.622,0,0,1,1,1,1,35,2416,70,135,96,1,10384,1,0,1,0,15
27/10/2022 13:25:06.633,0,0,1,1,1,1,35,2303,67,151,100,1,10384,1,0,1,0,15
27/10/2022 13:25:06.643,0,0,1,1,1,1,34,2608,76,163,104,1,10384,1,0,1,0,15
27/10/2022 13:25:06.654,0,0,1,1,1,1,35,2803,82,169,109,1,10384,1,0,1,0,15
27/10/2022 13:25:06.664,0,0,1,1,1,1,31,3282,96,169,114,1,10384,1,0,1,0,15
27/10/2022 13:25:06.674,0,0,1,1,1,1,35,2810,82,179,118,1,10384,1,0,1,0,15
27/10/2022 13:25:06.684,0,0,1,1,1,1,37,2257,66,187,123,1,10384,1,0,1,0,15
27/10/2022 13:25:06.695,0,0,1,1,1,1,39,2083,61,210,129,1,10384,1,0,1,0,15
27/10/2022 13:25:06.706,0,0,1,1,1,1,40,1881,55,219,134,1,10384,1,0,1,0,15
27/10/2022 13:25:06.715,0,0,1,1,1,1,39,1808,52,237,141,1,10384,1,0,1,0,15
27/10/2022 13:25:06.726,0,0,1,1,1,1,39,2076,60,222,146,1,10384,1,0,1,0,15
27/10/2022 13:25:06.737,0,0,1,1,1,1,40,1963,57,225,153,1,10384,1,0,1,0,15
27/10/2022 13:25:06.747,0,0,1,1,1,1,41,2017,59,220,159,1,10384,1,0,1,0,15
27/10/2022 13:25:06.757,0,0,1,1,1,1,41,1777,52,222,166,1,10384,1,0,1,0,15
27/10/2022 13:25:06.767,0,0,1,1,1,1,42,1639,48,229,172,1,10384,1,0,1,0,15
27/10/2022 13:25:06.778,0,0,1,1,1,1,41,1903,55,223,178,1,10384,1,0,1,0,15
27/10/2022 13:25:06.789,0,0,1,1,1,1,43,1529,44,238,185,1,10384,1,0,1,0,15
27/10/2022 13:25:06.801,0,0,1,1,1,1,39,2343,68,233,191,1,10384,1,0,1,0,15
27/10/2022 13:25:06.81,0,0,1,1,1,1,38,2771,81,218,198,1,10384,1,0,1,0,15
27/10/2022 13:25:06.82,0,0,1,1,1,1,36,2669,78,239,204,1,10384,1,0,1,0,15
27/10/2022 13:25:06.83,0,0,1,1,1,1,39,2184,63,231,210,1,10384,1,0,1,0,15
27/10/2022 13:25:06.841,0,0,1,1,1,1,44,1472,43,233,216,1,10384,1,0,1,0,15
27/10/2022 13:25:06.852,0,0,1,1,1,1,44,1324,38,248,223,1,10384,1,0,1,0,15
27/10/2022 13:25:06.862,0,0,1,1,1,1,43,1067,31,272,230,1,10384,1,0,1,0,15
27/10/2022 13:25:06.872,0,0,1,1,1,1,41,1349,39,271,237,1,10384,1,0,1,0,15
27/10/2022 13:25:06.882,0,0,1,1,1,1,42,1337,39,252,244,1,10384,1,0,1,0,15
27/10/2022 13:25:06.892,0,0,1,1,1,1,43,1327,38,244,251,1,10384,1,0,1,0,15
27/10/2022 13:25:06.904,0,0,1,1,1,1,44,1458,42,233,256,1,10384,1,0,1,0,15
27/10/2022 13:25:06.913,0,0,1,1,1,1,40,1561,45,268,263,1,10384,1,0,1,0,15
27/10/2022 13:25:06.924,0,0,1,1,1,1,43,1358,39,247,272,1,10384,1,0,1,0,15
27/10/2022 13:25:06.934,0,0,1,1,1,1,41,1720,50,254,279,1,10384,1,0,1,0,15
27/10/2022 13:25:06.944,0,0,1,1,1,1,41,1644,48,247,285,1,10384,1,0,1,0,15
27/10/2022 13:25:06.954,0,0,1,1,1,1,44,1362,39,235,292,1,10384,1,0,1,0,15
27/10/2022 13:25:06.965,0,0,1,1,1,1,43,1488,43,233,298,1,10384,1,0,1,0,15
27/10/2022 13:25:06.975,0,0,1,1,1,1,44,1329,38,236,305,1,10384,1,0,1,0,15
27/10/2022 13:25:06.986,0,0,1,1,1,1,42,1559,45,257,311,1,10384,1,0,1,0,15
27/10/2022 13:25:06.997,0,0,1,1,1,1,44,1191,34,263,319,1,10384,1,0,1,0,15
27/10/2022 13:25:07.005,0,0,1,1,1,1,42,1494,43,251,324,1,10384,1,0,1,0,15
27/10/2022 13:25:07.017,0,0,1,1,1,1,41,1391,40,266,333,1,10384,1,0,1,0,15
27/10/2022 13:25:07.028,0,0,1,1,1,1,43,1003,29,270,340,1,10384,1,0,1,0,15
27/10/2022 13:25:07.037,0,0,1,1,1,1,41,1498,43,265,348,1,10384,1,0,1,0,15
27/10/2022 13:25:07.047,0,0,1,1,1,1,42,822,24,281,355,1,10384,1,0,1,0,15
