collect_time,Emergencyunlockingstatus,opendoor,openclosed,dooraction,lockswitchstate,closewtichstate,Voltage,current,Antipinchforce,speed,corner,prepra1,doorcount,opening,closing,opening_command,closing_command,label
27/10/2022 15:45:46.556,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-3.511287167520979,1.4483717707869956,1.207130580021459,0.005731544742967879,-1.5337081284324066,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.566,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-3.1226140095804618,0.2905359532471321,-1.4187221723792252,0.6016985614367977,-1.5268769842132812,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.576,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-3.1226140095804618,0.762788452377433,-0.341449248317406,0.5447311260175346,-1.521753626048937,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.586,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-2.733940851639944,0.5744035756751817,-0.7454265948405882,0.6060806718536641,-1.5149224818298115,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.596,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-2.733940851639944,0.7662292720432275,-0.341449248317406,0.6148448926873968,-1.5080913376106861,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.607,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-2.3452676936994266,0.5804250100903222,-0.7454265948405882,0.6455196656054616,-1.5012601933915606,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.617,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-2.3452676936994266,0.5769841904245276,-0.7454265948405882,0.7331618739427895,-1.494429049172435,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.628,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-2.150931114729168,0.7240792311372444,-0.40877880607126965,0.693722880190992,-1.4875979049533097,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.639,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-2.150931114729168,0.7937558293695839,-0.2741196905635423,0.7419260947765224,-1.4773511886246213,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
27/10/2022 15:45:46.65,0.0,0.0,1.0515712281065748,0.0,0.0,0.0,-1.5679213778183918,0.7765517310406111,-0.2741196905635423,0.7463082051933887,-1.470520044405496,1.0515712281065748,10621,1,0,1.0515712281065748,-1.0515712281065746,17
