collect_time,Emergencyunlockingstatus,opendoor,openclosed,dooraction,lockswitchstate,closewtichstate,Voltage,current,Antipinchforce,speed,corner,prepra1,doorcount,opening,closing,opening_command,closing_command,label
4/11/2022 14:16:02.371,0,0,0,1,1,1,15,-1590,47,0,1875,0,11370,0,1,0,1,21
4/11/2022 14:16:02.381,0,0,0,1,1,1,16,-346,11,-142,1871,0,11370,0,1,0,1,21
4/11/2022 14:16:02.391,0,0,0,1,1,1,5,-1650,49,-135,1870,0,11370,0,1,0,1,21
4/11/2022 14:16:02.402,0,0,0,1,1,1,15,-1052,31,-66,1868,0,11370,0,1,0,1,21
4/11/2022 14:16:02.413,0,0,0,1,1,1,19,-1425,42,-61,1866,0,11370,0,1,0,1,21
4/11/2022 14:16:02.422,0,0,0,1,1,1,24,-1036,31,-77,1864,0,11370,0,1,0,1,21
4/11/2022 14:16:02.433,0,0,0,1,1,1,19,-2029,60,-79,1862,0,11370,0,1,0,1,21
4/11/2022 14:16:02.443,0,0,0,1,1,1,20,-2350,69,-92,1859,0,11370,0,1,0,1,21
4/11/2022 14:16:02.453,0,0,0,1,1,1,19,-2726,80,-107,1857,0,11370,0,1,0,1,21
4/11/2022 14:16:02.463,0,0,0,1,1,1,23,-2407,71,-112,1854,0,11370,0,1,0,1,21
4/11/2022 14:16:02.474,0,0,0,1,1,1,26,-2127,63,-109,1850,0,11370,0,1,0,1,21
4/11/2022 14:16:02.485,0,0,0,1,1,1,24,-2833,84,-114,1847,0,11370,0,1,0,1,21
4/11/2022 14:16:02.494,0,0,0,1,1,1,31,-1694,50,-138,1843,0,11370,0,1,0,1,21
4/11/2022 14:16:02.506,0,0,0,1,1,1,29,-2445,72,-138,1839,0,11370,0,1,0,1,21
4/11/2022 14:16:02.516,0,0,0,1,1,1,30,-2478,73,-148,1835,0,11370,0,1,0,1,21
4/11/2022 14:16:02.527,0,0,0,1,1,1,34,-1674,50,-163,1831,0,11370,0,1,0,1,21
4/11/2022 14:16:02.536,0,0,0,1,1,1,31,-2273,67,-181,1826,0,11370,0,1,0,1,21
4/11/2022 14:16:02.547,0,0,0,1,1,1,32,-2223,66,-191,1820,0,11370,0,1,0,1,21
4/11/2022 14:16:02.557,0,0,0,1,1,1,37,-1299,39,-200,1815,0,11370,0,1,0,1,21
4/11/2022 14:16:02.567,0,0,0,1,1,1,37,-1588,47,-199,1810,0,11370,0,1,0,1,21
4/11/2022 14:16:02.577,0,0,0,1,1,1,38,-900,27,-227,1804,0,11370,0,1,0,1,21
4/11/2022 14:16:02.588,0,0,0,1,1,1,37,-1128,34,-218,1798,0,11370,0,1,0,1,21
4/11/2022 14:16:02.598,0,0,0,1,1,1,37,-1078,32,-222,1792,0,11370,0,1,0,1,21
4/11/2022 14:16:02.608,0,0,0,1,1,1,37,-1005,30,-229,1786,0,11370,0,1,0,1,21
4/11/2022 14:16:02.62,0,0,0,1,1,1,37,-1342,40,-225,1778,0,11370,0,1,0,1,21
4/11/2022 14:16:02.63,0,0,0,1,1,1,35,-1413,42,-234,1772,0,11370,0,1,0,1,21
4/11/2022 14:16:02.64,0,0,0,1,1,1,36,-1066,32,-240,1766,0,11370,0,1,0,1,21
4/11/2022 14:16:02.65,0,0,0,1,1,1,36,-1203,36,-226,1759,0,11370,0,1,0,1,21
4/11/2022 14:16:02.66,0,0,0,1,1,1,37,-806,24,-239,1753,0,11370,0,1,0,1,21
4/11/2022 14:16:02.671,0,0,0,1,1,1,37,-1072,32,-229,1747,0,11370,0,1,0,1,21
4/11/2022 14:16:02.681,0,0,0,1,1,1,38,-909,27,-235,1741,0,11370,0,1,0,1,21
4/11/2022 14:16:02.692,0,0,0,1,1,1,35,-1233,37,-242,1733,0,11370,0,1,0,1,21
4/11/2022 14:16:02.702,0,0,0,1,1,1,36,-1112,33,-235,1727,0,11370,0,1,0,1,21
4/11/2022 14:16:02.712,0,0,0,1,1,1,38,-947,28,-228,1721,0,11370,0,1,0,1,21
4/11/2022 14:16:02.723,0,0,0,1,1,1,37,-1181,35,-231,1714,0,11370,0,1,0,1,21
4/11/2022 14:16:02.733,0,0,0,1,1,1,37,-1052,31,-231,1708,0,11370,0,1,0,1,21
4/11/2022 14:16:02.743,0,0,0,1,1,1,37,-990,30,-234,1702,0,11370,0,1,0,1,21
4/11/2022 14:16:02.753,0,0,0,1,1,1,36,-956,29,-244,1695,0,11370,0,1,0,1,21
4/11/2022 14:16:02.765,0,0,0,1,1,1,36,-1025,31,-240,1688,0,11370,0,1,0,1,21
4/11/2022 14:16:02.774,0,0,0,1,1,1,37,-884,26,-236,1681,0,11370,0,1,0,1,21
4/11/2022 14:16:02.785,0,0,0,1,1,1,39,-546,16,-237,1675,0,11370,0,1,0,1,21
4/11/2022 14:16:02.795,0,0,0,1,1,1,36,-749,22,-256,1668,0,11370,0,1,0,1,21
4/11/2022 14:16:02.807,0,0,0,1,1,1,36,-976,29,-235,1662,0,11370,0,1,0,1,21
4/11/2022 14:16:02.816,0,0,0,1,1,1,34,-1337,40,-246,1655,0,11370,0,1,0,1,21
4/11/2022 14:16:02.826,0,0,0,1,1,1,35,-1187,35,-238,1649,0,11370,0,1,0,1,21
4/11/2022 14:16:02.837,0,0,0,1,1,1,35,-1011,30,-243,1643,0,11370,0,1,0,1,21
4/11/2022 14:16:02.846,0,0,0,1,1,1,37,-795,24,-241,1636,0,11370,0,1,0,1,21
4/11/2022 14:16:02.858,0,0,0,1,1,1,36,-1101,33,-241,1628,0,11370,0,1,0,1,21
4/11/2022 14:16:02.868,0,0,0,1,1,1,37,-1079,32,-226,1622,0,11370,0,1,0,1,21
4/11/2022 14:16:02.879,0,0,0,1,1,1,36,-851,25,-242,1615,0,11370,0,1,0,1,21
4/11/2022 14:16:02.889,0,0,0,1,1,1,36,-874,26,-237,1608,0,11370,0,1,0,1,21
4/11/2022 14:16:02.899,0,0,0,1,1,1,36,-851,25,-240,1602,0,11370,0,1,0,1,21
4/11/2022 14:16:02.911,0,0,0,1,1,1,37,-757,23,-245,1594,0,11370,0,1,0,1,21
4/11/2022 14:16:02.92,0,0,0,1,1,1,36,-636,19,-261,1588,0,11370,0,1,0,1,21
4/11/2022 14:16:02.93,0,0,0,1,1,1,36,-853,26,-242,1581,0,11370,0,1,0,1,21
4/11/2022 14:16:02.942,0,0,0,1,1,1,35,-769,23,-250,1575,0,11370,0,1,0,1,21
4/11/2022 14:16:02.951,0,0,0,1,1,1,36,-1071,32,-230,1568,0,11370,0,1,0,1,21
4/11/2022 14:16:02.962,0,0,0,1,1,1,35,-1110,33,-241,1562,0,11370,0,1,0,1,21
4/11/2022 14:16:02.971,0,0,0,1,1,1,34,-1078,32,-242,1556,0,11370,0,1,0,1,21
4/11/2022 14:16:02.982,0,0,0,1,1,1,35,-943,28,-238,1550,0,11370,0,1,0,1,21
4/11/2022 14:16:02.992,0,0,0,1,1,1,34,-1180,35,-234,1541,0,11370,0,1,0,1,21
4/11/2022 14:16:03.003,0,0,0,1,1,1,36,-919,27,-232,1535,0,11370,0,1,0,1,21
4/11/2022 14:16:03.013,0,0,0,1,1,1,37,-874,26,-227,1528,0,11370,0,1,0,1,21
4/11/2022 14:16:03.024,0,0,0,1,1,1,36,-762,23,-240,1522,0,11370,0,1,0,1,21
4/11/2022 14:16:03.033,0,0,0,1,1,1,35,-669,20,-258,1516,0,11370,0,1,0,1,21
4/11/2022 14:16:03.046,0,0,0,1,1,1,35,-855,26,-244,1508,0,11370,0,1,0,1,21
4/11/2022 14:16:03.054,0,0,0,1,1,1,34,-874,26,-253,1503,0,11370,0,1,0,1,21
4/11/2022 14:16:03.066,0,0,0,1,1,1,37,-630,19,-236,1495,0,11370,0,1,0,1,21
4/11/2022 14:16:03.075,0,0,0,1,1,1,37,-671,20,-230,1489,0,11370,0,1,0,1,21
4/11/2022 14:16:03.084,0,0,0,1,1,1,34,-882,26,-243,1482,0,11370,0,1,0,1,21
4/11/2022 14:16:03.096,0,0,0,1,1,1,36,-803,24,-240,1477,0,11370,0,1,0,1,21
4/11/2022 14:16:03.107,0,0,0,1,1,1,36,-715,21,-241,1468,0,11370,0,1,0,1,21
4/11/2022 14:16:03.116,0,0,0,1,1,1,34,-857,26,-250,1464,0,11370,0,1,0,1,21
4/11/2022 14:16:03.127,0,0,0,1,1,1,34,-686,21,-254,1455,0,11370,0,1,0,1,21
4/11/2022 14:16:03.137,0,0,0,1,1,1,37,-780,23,-230,1449,0,11370,0,1,0,1,21
4/11/2022 14:16:03.146,0,0,0,1,1,1,36,-726,22,-242,1444,0,11370,0,1,0,1,21
4/11/2022 14:16:03.159,0,0,0,1,1,1,34,-1004,30,-239,1436,0,11370,0,1,0,1,21
4/11/2022 14:16:03.169,0,0,0,1,1,1,35,-964,29,-233,1430,0,11370,0,1,0,1,21
4/11/2022 14:16:03.179,0,0,0,1,1,1,35,-731,22,-243,1423,0,11370,0,1,0,1,21
4/11/2022 14:16:03.189,0,0,0,1,1,1,36,-840,25,-235,1416,0,11370,0,1,0,1,21
4/11/2022 14:16:03.199,0,0,0,1,1,1,35,-732,22,-243,1410,0,11370,0,1,0,1,21
4/11/2022 14:16:03.21,0,0,0,1,1,1,34,-1082,32,-236,1402,0,11370,0,1,0,1,21
